Unnamed: 0,NAME,B08133_001E,B08011_001E,B08011_007E,B08133_007E,B08011_008E,B08133_008E,B08011_009E,B08133_009E,B08011_010E,B08133_010E,B08011_011E,B08133_011E,B08011_012E,B08133_012E,B08011_013E,B08133_013E,B08006_002E,B08006_008E,B08006_016E,mhi,B08006_001E,B08201_001E,B08201_002E,B08201_003E,B08201_004E,B08201_005E,B08201_006E,B25003_001E,B25003_002E,B25003_003E,total_population_race,num_white_alone,num_baa_alone,B02001_004E,B02001_005E,B02001_008E,B02008_001E,B02009_001E,B02010_001E,B02011_001E,B02012_001E,state,county,tract,avg_time_agg,avg_time_to_work_7_8am,avg_time_to_work_8_9am,avg_time_to_work_9_10am,pct_workers_ctv,pct_workers_pt,pct_households_no_car,pct_households_min_car,pct_renter_occupied_units,pct_owner_occupied_units,pct_white,pct_nonwhite,year
125,"Census Tract 165, Providence County, Rhode Island",,2118,397,,333,,206,,185,,150,,125,,7,,1904,108,10,77639,2186,1725,206,740,690,65,24,1725,1040,685,3804,3190,234,0,205,166,3305,360,27,245,0,44,7,16500,,,,,87.09972552607502,4.94053064958829,11.942028985507246,737.378640776699,39.71014492753624,60.28985507246377,83.85909568874868,16.140904311251315,2019
126,"Census Tract 173, Providence County, Rhode Island",,1414,191,,174,,153,,46,,56,,0,,12,,1292,65,57,64000,1458,1208,126,446,476,111,49,1208,558,650,3172,2639,329,38,70,45,2684,339,38,95,0,44,7,17300,,,,,88.61454046639233,4.458161865569274,10.43046357615894,858.7301587301587,53.80794701986756,46.19205298013245,83.19672131147541,16.80327868852459,2019
127,"Census Tract 185, Providence County, Rhode Island",34920.0,1285,235,7270.0,173,3990.0,90,3410.0,0,-666666666.0,57,860.0,29,300.0,0,-666666666.0,1226,13,0,54583,1307,1055,100,375,475,86,19,1055,659,396,2767,2517,163,0,7,26,2543,176,0,20,0,44,7,18500,27.17509727626459,27.598039215686278,-7407369.511111111,13.488372093023257,93.8026013771997,0.9946442234123948,9.47867298578199,955.0,37.535545023696685,62.46445497630332,90.96494398265268,9.035056017347308,2019
128,"Census Tract 4, Providence County, Rhode Island",,1648,157,,353,,132,,71,,71,,41,,3,,1485,138,11,29774,1689,1201,260,542,312,44,43,1201,326,875,4229,1603,1056,134,262,70,1673,1112,168,287,0,44,7,400,,,,,87.92184724689164,8.170515097690942,21.64862614487927,361.9230769230769,72.85595337218984,27.14404662781016,37.90494206668243,62.09505793331756,2019
129,"Census Tract 10, Providence County, Rhode Island",,796,80,,120,,80,,75,,71,,45,,28,,656,60,0,26580,832,1015,372,351,272,20,0,1015,197,818,2100,1415,305,18,77,14,1429,305,18,91,0,44,7,1000,,,,,78.84615384615384,7.211538461538461,36.65024630541872,172.8494623655914,80.5911330049261,19.408866995073893,67.38095238095238,32.61904761904762,2019
130,"Census Tract 24, Providence County, Rhode Island",,3162,572,,495,,493,,201,,229,,156,,20,,2637,202,32,84150,3382,2107,144,817,862,233,51,2107,1479,628,7347,5800,752,8,176,310,6037,878,21,339,5,44,7,2400,,,,,77.97161442933177,5.972797161442934,6.8343616516374,1363.1944444444446,29.805410536307548,70.19458946369245,78.94378657955629,21.05621342044372,2019
131,"Census Tract 32, Providence County, Rhode Island",,1692,285,,291,,246,,148,,177,,71,,51,,1374,145,18,91288,1900,1400,77,739,474,93,17,1400,644,756,3382,2747,272,0,153,122,2857,323,0,191,0,44,7,3200,,,,,72.3157894736842,7.631578947368421,5.5,1718.1818181818182,54.0,46.0,81.22412773506801,18.77587226493199,2019
132,"Census Tract 136, Providence County, Rhode Island",,1517,213,,145,,138,,67,,126,,34,,0,,1404,83,0,77436,1525,1076,48,415,512,86,15,1076,714,362,2641,1836,442,12,29,182,1988,537,23,73,0,44,7,13600,,,,,92.0655737704918,5.442622950819672,4.4609665427509295,2141.666666666667,33.64312267657992,66.35687732342006,69.51912154486936,30.480878455130632,2019
133,"Census Tract 124.02, Providence County, Rhode Island",,1243,118,,158,,116,,32,,104,,17,,29,,1243,0,0,62685,1243,1087,65,452,418,115,37,1087,708,379,2689,2583,0,0,53,53,2636,0,0,106,0,44,7,12402,,,,,100.0,0.0,5.979760809567617,1572.3076923076922,34.86660533578657,65.13339466421343,96.05801413164744,3.941985868352548,2019
134,"Census Tract 133, Providence County, Rhode Island",,2454,484,,234,,191,,97,,187,,9,,79,,2363,45,8,89844,2647,1647,57,304,716,338,232,1647,1405,242,4713,4436,38,0,31,208,4644,71,113,93,0,44,7,13300,,,,,89.27087268605969,1.7000377786173029,3.4608378870673957,2789.4736842105262,14.69338190649666,85.30661809350335,94.12263950774454,5.877360492255463,2019
135,"Census Tract 148, Providence County, Rhode Island",,3098,548,,449,,495,,231,,297,,18,,16,,2959,41,0,73348,3121,2273,67,940,840,330,96,2273,1512,761,5713,4756,124,0,505,172,4928,187,0,588,17,44,7,14800,,,,,94.80935597564884,1.31368151233579,2.9476462824461063,3292.537313432836,33.479982402111744,66.52001759788824,83.24873096446701,16.751269035532996,2019
136,"Census Tract 17, Providence County, Rhode Island",,1659,417,,244,,119,,49,,54,,0,,48,,1624,1,34,48831,1689,1298,135,588,435,115,25,1298,620,678,3758,1793,250,0,194,198,1875,436,14,206,0,44,7,1700,,,,,96.15156897572528,0.0592066311426879,10.400616332819723,861.4814814814815,52.2342064714946,47.76579352850539,47.71154869611495,52.28845130388504,2019
137,"Census Tract 18, Providence County, Rhode Island",,2481,491,,290,,472,,0,,227,,14,,0,,2306,95,27,34947,2501,2087,326,1037,590,105,29,2087,762,1325,6613,2497,1870,148,173,293,2634,1950,279,173,115,44,7,1800,,,,,92.203118752499,3.798480607756897,15.62050790608529,540.1840490797546,63.48826066123623,36.511739338763775,37.758959624981095,62.2410403750189,2019
138,"Census Tract 19, Providence County, Rhode Island",,1559,115,,141,,419,,11,,139,,38,,124,,1383,73,24,30651,1744,1769,517,811,346,59,36,1769,243,1526,4521,2343,783,24,13,330,2565,962,195,46,55,44,7,1900,,,,,79.30045871559633,4.185779816513762,29.22555115884681,242.16634429400384,86.26342566421708,13.736574335782928,51.82481751824818,48.17518248175183,2019
139,"Census Tract 20, Providence County, Rhode Island",60970.0,2510,404,9570.0,152,3415.0,371,8870.0,103,1995.0,101,1485.0,147,1610.0,137,1900.0,2150,43,82,29798,2588,2029,375,1042,509,62,41,2029,728,1301,6305,3485,1093,63,152,380,3610,1353,193,283,0,44,7,2000,24.290836653386453,23.35431654676259,22.921940928270043,12.47983870967742,83.0757341576507,1.661514683153014,18.48201084277969,441.06666666666666,64.12025628388369,35.87974371611632,55.27359238699445,44.72640761300556,2019
140,"Census Tract 121.04, Providence County, Rhode Island",,2122,408,,264,,240,,38,,85,,11,,18,,2112,0,0,54206,2186,1944,223,623,903,159,36,1944,793,1151,4575,3686,642,0,61,165,3773,729,78,113,11,44,7,12104,,,,,96.61482159194875,0.0,11.47119341563786,771.7488789237668,59.20781893004116,40.79218106995885,80.56830601092896,19.43169398907104,2019
